title,platform,platforms_available,appId,store_url,genre,contentRating,score,free,price,offersIAP,IAPRange,installs,developer,developerWebsite,privacyPolicy,released,updated,app_type,web_accessible,web_url,login_required,login_methods,age_verification_required,age_verification_method,subscription_required_for_long_chat,all_features_available_without_subscription,subscription_features,subscription_cost,languages_supported
AI GirlFriend AI Story ChatJoy,android,android+ios,com.xvideostudio.videodownload,https://play.google.com/store/apps/details?id=com.xvideostudio.videodownload&hl=en&gl=us,Entertainment,Mature 17+,4.3333335,True,0.0,True,$0.99 - $499.99 per item,"10,000,000+","AI Music AI Video Generator, AI Chat AI Girlfriend",https://coolvideomaker.com,https://manage.magicutapp.com/appMagicCutApi/customizepage?pageType=DreamGirl_PrivacyPolicy,"Mar 4, 2020",1774001670000,companion,False,,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Perfect Girl - Virtual AI Chat,android,android+ios,com.perfect.girl.ai.chat,https://play.google.com/store/apps/details?id=com.perfect.girl.ai.chat&hl=en&gl=us,Entertainment,Mature 17+,4.728155,True,0.0,True,$5.99 - $99.99 per item,"10,000+",PrizePool Studios,https://www.prizepoolstudios.com/,https://www.prizepoolstudios.com/privacy,"Jan 8, 2026",1775481645000,companion,False,,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Intimate - AI Girlfriend,android,android,com.growinpainsllc.intimate,https://play.google.com/store/apps/details?id=com.growinpainsllc.intimate&hl=en&gl=us,Entertainment,Mature 17+,4.374741,True,0.0,True,$5.99 - $119.99 per item,"500,000+",Growing Pains LLC,https://myintimate.app,https://app.termly.io/document/privacy-policy/0df6268f-3d81-46ec-b37f-8f41b1550e21,"Jun 20, 2023",1775685775000,companion,True,https://myintimate.app,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messages, voice calls, photos, roleplay scenarios",$19.99/month,en
Flirtify - AI RolePlay Chat,android,android,com.chat.flirty.role.play.ai.girlfriend,https://play.google.com/store/apps/details?id=com.chat.flirty.role.play.ai.girlfriend&hl=en&gl=us,Entertainment,Teen,4.792079,True,0.0,True,$2.49 - $54.99 per item,"100,000+",Mobilytros,https://flirtifyapp.com/,https://flirtifyapp.com/privacy/,"Sep 19, 2024",1760538894000,companion,False,,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Fantasy.AI:Chat With Character,android,android,online.fantasyai.android,https://play.google.com/store/apps/details?id=online.fantasyai.android&hl=en&gl=us,Entertainment,Mature 17+,4.09434,True,0.0,True,$0.99 - $99.99 per item,"500,000+",21 DREAMS ARTS & CULTURE INC,,https://fantasyai.online/privacy.html,"Sep 29, 2024",1766060084000,companion,False,,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Bella-Anime AI Friend,android,android,com.pro.bella.aia.ldw,https://play.google.com/store/apps/details?id=com.pro.bella.aia.ldw&hl=en&gl=us,Entertainment,Mature 17+,3.5952382,True,0.0,True,$3.49 - $99.99 per item,"10,000+",Ahmaaad,https://www.bellaaichat.com,https://www.bellaaichat.com/privacy.html,"Jan 13, 2026",1775202755000,companion,False,,True,,True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Berry AI: Your Anime Fantasy,android,android,com.berryai.chat2026,https://play.google.com/store/apps/details?id=com.berryai.chat2026&hl=en&gl=us,Entertainment,Mature 17+,3.7297297,True,0.0,True,$1.99 - $49.99 per item,"10,000+",GetAIs Group,https://www.berryman.club/,https://www.berryman.club/privacypolicy.html,"Jan 16, 2026",1768553005000,companion,False,,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Juice AI - Anime Friend Chat,android,android,com.rolechatgame.juiceai,https://play.google.com/store/apps/details?id=com.rolechatgame.juiceai&hl=en&gl=us,Entertainment,Mature 17+,4.04,True,0.0,True,$1.99 - $49.99 per item,"100,000+",motahirhicham,,https://www.thejuice.online/privacypolicy.html,"Oct 29, 2024",1773726732000,companion,False,,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Memozy: AI Friend & Journal,android,android,com.memozy.memozy,https://play.google.com/store/apps/details?id=com.memozy.memozy&hl=en&gl=us,Health & Fitness,Teen,4.49,True,0.0,True,$4.99 - $9.99 per item,"10,000+",Agenteex AI Technologies,https://www.memozy.ai,https://memozy.ai/privacy-policy.html,"Jan 20, 2025",1773678314000,mixed,True,https://www.memozy.ai,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Blissy: Your AI Friend,android,android,com.app.bgirlai,https://play.google.com/store/apps/details?id=com.app.bgirlai&hl=en&gl=us,Lifestyle,Teen,0.0,True,0.0,True,$0.99 - $9.99 per item,"1,000+",BWay App Studio,https://bgirlai.web.app/,https://bgirlai.web.app/privacy-policy.html,"Dec 11, 2025",1770256390000,companion,False,,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
WhisperAI - Your AI Friends,android,android,com.bytejourney.and.whisper,https://play.google.com/store/apps/details?id=com.bytejourney.and.whisper&hl=en&gl=us,Entertainment,Mature 17+,3.86,True,0.0,True,$4.99 - $59.99 per item,"100,000+",Byte Journey,https://bytejourney.net,https://gp.whisper.bytejourney.net/privacy-policy.html,"Aug 23, 2023",1768998586000,companion,False,,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Persona.AI Pro : AI Friends,android,android,com.persona.ai.pro,https://play.google.com/store/apps/details?id=com.persona.ai.pro&hl=en&gl=us,Entertainment,Mature 17+,3.6346154,True,0.0,True,$0.99 - $99.99 per item,"500,000+",AI Persona,https://aipersona.cloud,https://aipersona.cloud/privacy.html,"Sep 26, 2024",1775750051000,companion,False,,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Meetra - Indian AI Girlfriend,android,android,com.parulai.app,https://play.google.com/store/apps/details?id=com.parulai.app&hl=en&gl=us,Productivity,Mature 17+,0.0,True,0.0,True,$0.49 - $16.99 per item,"1,000+",Feature2Bug Labs,https://ai-chatbot-5926e.web.app,https://xmanagerapp.net/privacy-policy-for-parul-ai/,"Jan 7, 2026",1775902783000,companion,True,https://ai-chatbot-5926e.web.app,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Caro AI: Romantic Partner Chat,android,android,chat.caro.ai,https://play.google.com/store/apps/details?id=chat.caro.ai&hl=en&gl=us,Entertainment,Adults only 18+,1.7222222,True,0.0,True,$2.99 - $47.99 per item,"10,000+",Yus tech,https://caro.chat,https://www.caro.chat/privacy.html,"Dec 30, 2025",1774423591000,companion,False,,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Mila: AI Roleplay Game,android,android,com.flirtly.aidate,https://play.google.com/store/apps/details?id=com.flirtly.aidate&hl=en&gl=us,Simulation,Everyone,4.0,True,0.0,True,$0.99 - $119.99 per item,"100,000+",Wallet Passes Alliance,https://walletpasses.me/mila,https://walletpasses.me/mila/privacy/,"Oct 10, 2023",1764152872000,companion,False,,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Daisy AI: Chat With Soulful AI,android,android,com.landro.daisy,https://play.google.com/store/apps/details?id=com.landro.daisy&hl=en&gl=us,Entertainment,Mature 17+,1.7058823,True,0.0,True,$1.99 - $99.99 per item,"10,000+",Gamblandro,,https://cfile.cindyai.xyz/DaisyAI/privacy.html,"May 7, 2025",1761121979000,companion,False,,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Blush AI: Your Sweetest Corner,android,android,com.blush.chat,https://play.google.com/store/apps/details?id=com.blush.chat&hl=en&gl=us,Entertainment,Mature 17+,4.1666665,True,0.0,True,$1.99 - $199.99 per item,"10,000+",AZByte Developers,,https://sites.google.com/view/blush-privacy-policy/home,"Jan 14, 2026",1774943185000,mixed,True,https://blush.ai,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited scenarios, premium characters, custom avatars, voice",$12.99/month,en
Voxy : Your AI Friend,android,android,voxy.friend.chat.ai,https://play.google.com/store/apps/details?id=voxy.friend.chat.ai&hl=en&gl=us,Lifestyle,Everyone,,True,0.0,False,,"500,000+","Chat, Connect Online & Make Friends",https://voxy.in/,https://voxy.in/privacy.html,,1773842072000,companion,False,,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Crazy Girl:Sweet&Wild AI Chat,android,android,com.crazygilr.aichat,https://play.google.com/store/apps/details?id=com.crazygilr.aichat&hl=en&gl=us,Entertainment,Mature 17+,4.529412,True,0.0,True,$3.49 - $109.99 per item,"100,000+",Bouk app,https://www.crazygirl.top/,https://www.crazygirl.top/privacy-policy.html,"Jun 27, 2025",1763377001000,companion,False,,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
JustMet - Character AI Chat,android,android,com.isetai.justmet,https://play.google.com/store/apps/details?id=com.isetai.justmet&hl=en&gl=us,Entertainment,Mature 17+,3.94,True,0.0,True,$4.99 - $69.99 per item,"50,000+",IsetAI,,https://justmet.isetai.com/static/documents/privacy.html,"Oct 15, 2024",1775545827000,companion,False,,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Lolipop - AI Chat Story,android,android,com.xxxaichat.roleplaychatai,https://play.google.com/store/apps/details?id=com.xxxaichat.roleplaychatai&hl=en&gl=us,Entertainment,Mature 17+,4.02,True,0.0,True,$1.99 - $49.99 per item,"50,000+",HaHa Maker,https://www.lolipopstudio.xyz/,https://www.lolipopstudio.xyz/privacypolicy.html,"Feb 11, 2025",1770111578000,companion,False,,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Talki AI GirlFriend Roleplay,android,android,app.character.roleplay.ai.friend,https://play.google.com/store/apps/details?id=app.character.roleplay.ai.friend&hl=en&gl=us,Entertainment,Everyone,4.779661,True,0.0,False,,"1,000+",StudioNovaX,,https://docs.google.com/document/d/1-EnjJhWvFEGaMkEj4k1YZpV54LQP4iMK/edit?usp=sharing&ouid=116035705295374336742&rtpof=true&sd=true,"Dec 30, 2024",1745405129000,companion,False,,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
ChatBae : AI Girlfriend,android,android,com.akweb.chatbae,https://play.google.com/store/apps/details?id=com.akweb.chatbae&hl=en&gl=us,Communication,Everyone,0.0,True,0.0,True,$0.49 - $2.99 per item,100+,Ak Web Designer,,https://chat-bae.9brainz.com/page/privacy_policy,"Jan 4, 2025",1760078284000,companion,False,,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
TalkSoul:Chat with AI Friends,android,android,com.talk.soul.ai.friend.chat.app,https://play.google.com/store/apps/details?id=com.talk.soul.ai.friend.chat.app&hl=en&gl=us,Entertainment,Mature 17+,3.99,True,0.0,True,$3.49 - $109.99 per item,"100,000+",ربيع الاسرار,https://www.talksoulai.com,https://www.talksoulai.com/privacy.html,"Apr 3, 2025",1768817977000,companion,False,,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
PovChat: AI characters to chat,android,android+ios,ai.povchat.characters,https://play.google.com/store/apps/details?id=ai.povchat.characters&hl=en&gl=us,Entertainment,Mature 17+,3.642857,True,0.0,True,$7.99 - $169.99 per item,"5,000+",Immerse AI,https://povchat.ai,https://povchat.ai/privacy,"Apr 13, 2025",1775680597000,companion,True,https://povchat.ai,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, premium characters, advanced AI",$9.99/month,en
AIA: AI Girlfriend Roleplay,android,android,world.aiway.aigirlfriend,https://play.google.com/store/apps/details?id=world.aiway.aigirlfriend&hl=en&gl=us,Entertainment,Teen,4.18,True,0.0,True,$4.99 - $29.99 per item,"50,000+",Aiway LLP,https://aiway.world,https://aiway.world/privacy-policy/aigirl/,"Dec 10, 2023",1766762036000,companion,False,,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
AI Girlfriend: AI Girl Chat,android,android,ai.girlfriend.chat.igirl.dating,https://play.google.com/store/apps/details?id=ai.girlfriend.chat.igirl.dating&hl=en&gl=us,Entertainment,Mature 17+,3.6666667,True,0.0,True,$14.99 - $64.99 per item,"10,000+",Digital SEO,,https://instantmoon.net/igirl/privacy-policy.html,"Jan 15, 2024",1736116193000,companion,False,,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Virtual Girlfriend: Lover AI,android,android,com.scarlettai.loverai.virtualchat,https://play.google.com/store/apps/details?id=com.scarlettai.loverai.virtualchat&hl=en&gl=us,Entertainment,Teen,3.6,True,0.0,True,$4.99 - $64.99 per item,"5,000+",Humpty Dumpty Studio,https://toontech.uk/,https://humptydumptystudio.com/virtual-girlfriend-lover-ai-privacy-policy/,"Jan 5, 2024",1740692323000,companion,False,,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Cute AI - Immersive Chat,android,android,io.kodular.bayeinyass253.cute,https://play.google.com/store/apps/details?id=io.kodular.bayeinyass253.cute&hl=en&gl=us,Entertainment,Mature 17+,4.604203,True,0.0,True,$2.99 - $49.99 per item,"100,000+",Shifa'ul Asqam (The Complete Diwani),https://www.cuteaibest.top/,https://www.cuteaibest.top/privacy-policy.html,"Jul 22, 2024",1770946933000,companion,False,,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Peach AI : Al Roleplay Chat,android,android,com.roleplaycharacterschat.juicychat,https://play.google.com/store/apps/details?id=com.roleplaycharacterschat.juicychat&hl=en&gl=us,Entertainment,Mature 17+,4.03,True,0.0,True,$1.99 - $49.99 per item,"100,000+",Pace Digital Technologies,https://www.juicychat.xyz/,https://www.juicychat.xyz/privacypolicy.html,"Jan 6, 2025",1756203986000,companion,False,,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Alyssa Virtual & AR Girlfriend,android,android,com.BrolabStudios.AlyssaVirtualARTalkingGirlSimulator,https://play.google.com/store/apps/details?id=com.BrolabStudios.AlyssaVirtualARTalkingGirlSimulator&hl=en&gl=us,Simulation,Teen,3.33,True,0.0,True,$2.99 - $7.99 per item,"500,000+",Brolab Studios,https://brolabstudios.blogspot.com/,https://sites.google.com/view/brolabstudios/Privacy-Policy,"May 8, 2020",1761215585000,companion,False,,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
"AI Girlfriend: عربي Love, Chat",android,android,com.ahwach.StumbleGems,https://play.google.com/store/apps/details?id=com.ahwach.StumbleGems&hl=en&gl=us,Dating,Teen,4.66,True,0.0,False,,"100,000+",Ahwach,http://ahwach.xyz,http://ahwach.xyz/privacypolicy/,"Aug 31, 2022",1732582453000,companion,False,,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Virtual AI Girlfriend: AI Chat,android,android,com.aigirlfriend.aichat.chatbot.virtualgirlfriend,https://play.google.com/store/apps/details?id=com.aigirlfriend.aichat.chatbot.virtualgirlfriend&hl=en&gl=us,Entertainment,Teen,4.428571,True,0.0,True,$0.49 - $214.99 per item,"10,000+",Dazong Apps,https://dazong-apps.blogspot.com/,https://sites.google.com/view/dazongapps/privacy-policy,"Oct 9, 2023",1756757417000,companion,False,,True,,True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
AI Girlfriend - Romantic chat,android,android,com.peace.AiGirlfriend,https://play.google.com/store/apps/details?id=com.peace.AiGirlfriend&hl=en&gl=us,Entertainment,Everyone,4.3333335,True,0.0,True,$9.99 - $19.99 per item,"50,000+",Peace,https://peace-app.com/,https://peace-app.com/privacy-policy.html,"Feb 6, 2024",1775366601000,companion,False,,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
PixelHeart - AI Girlfriend,android,android,com.dave.ai,https://play.google.com/store/apps/details?id=com.dave.ai&hl=en&gl=us,Dating,Teen,3.28,True,0.0,True,$5.49 - $36.99 per item,"50,000+",Rich Kim,https://app-ads-king.blogspot.com,https://rich-public.s3.ap-northeast-2.amazonaws.com/policies/pixelheart-policy-v2.html,"Jul 5, 2023",1769829364000,companion,False,,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, premium characters, advanced AI",$9.99/month,en
Sol AI - Chat & Roleplay,android,android,ai.solapp.sol,https://play.google.com/store/apps/details?id=ai.solapp.sol&hl=en&gl=us,Entertainment,Teen,3.9444444,True,0.0,True,$2.99 - $349.99 per item,"5,000+",Eros Media,https://solapp.ai,https://solapp.ai/privacy,"Feb 14, 2026",1775921078000,companion,False,,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Pika AI：Chat With Character,android,android,app.pika.ai.pro,https://play.google.com/store/apps/details?id=app.pika.ai.pro&hl=en&gl=us,Entertainment,Mature 17+,3.772277,True,0.0,True,$3.49 - $99.99 per item,"100,000+",SidosoftBD,https://www.pikaichat.com/,https://www.pikaichat.com/privacy.html,"May 15, 2025",1754617222000,companion,False,,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Hana.AI - Fun Soulmate Talk,android,android,com.premium.hana.ai.pro,https://play.google.com/store/apps/details?id=com.premium.hana.ai.pro&hl=en&gl=us,Entertainment,Mature 17+,4.6285715,True,0.0,True,$3.49 - $99.99 per item,"50,000+",AKF Creations,https://hanaichat.com,https://hanaichat.com/privacy.html,"Nov 21, 2025",1775212395000,companion,False,,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Lovely AI - Chat Magic,android,android,com.modern.lovely.ai.lab,https://play.google.com/store/apps/details?id=com.modern.lovely.ai.lab&hl=en&gl=us,Entertainment,Mature 17+,2.6511629,True,0.0,True,$7.49 - $109.99 per item,"50,000+",Taxi bonito,https://e14783f84.app-ads-txt.com,https://www.lovelyaichat.com/privacy-policy.html,"Jul 25, 2025",1769579314000,companion,False,,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
DigitalDream - AI Girlfriend,android,android,com.ai.girlfriend,https://play.google.com/store/apps/details?id=com.ai.girlfriend&hl=en&gl=us,Dating,Teen,3.6756756,True,0.0,True,$2.99 - $44.99 per item,"50,000+",Dave's,https://developerdoga.blogspot.com/,https://oror.link/api/v1/regulations/13/useTermV2,"Sep 10, 2023",1775114661000,companion,False,,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
CandyGF: Your Sweet AI Crush,android,android,com.cangy.crush,https://play.google.com/store/apps/details?id=com.cangy.crush&hl=en&gl=us,Entertainment,Mature 17+,4.805825,True,0.0,True,$3.99 - $114.99 per item,"10,000+",Ai-developer,https://www.candygf.top/,https://www.candygf.top/privacy-policy.html,"Jul 7, 2025",1769166208000,companion,False,,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Character AI - AI Girlfriend,android,android,aigirlfriend.huggingface,https://play.google.com/store/apps/details?id=aigirlfriend.huggingface&hl=en&gl=us,Entertainment,Mature 17+,2.8275862,True,0.0,True,$0.99 - $20.99 per item,"50,000+",Little_Viy,https://labelforge.tech/,https://viythelittle.wordpress.com/private-policy-of-ai-dating,"Jul 7, 2023",1763130241000,companion,False,,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
AI Girlfriend - Love Chat,android,android,com.dating.ai.gf.bf,https://play.google.com/store/apps/details?id=com.dating.ai.gf.bf&hl=en&gl=us,Dating,Teen,,True,0.0,True,$0.49 - $10.99 per item,500+,MORADIYA INFOTECH,https://signalapp.appteam.in,https://sites.google.com/view/ai-girlfriend-love-chat,"Jul 15, 2025",1750431674000,companion,False,,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Lucy: British AI Girlfriend,android,android,british.virtual.ai.girlfriend.romantic.gf.dating.lover.chat.ai.gf.character,https://play.google.com/store/apps/details?id=british.virtual.ai.girlfriend.romantic.gf.dating.lover.chat.ai.gf.character&hl=en&gl=us,Entertainment,Teen,4.2580647,True,0.0,False,,"5,000+",Jani Infotech,https://janiinfotechapps.blogspot.com/,https://sites.google.com/view/janiinfotech-privacy-policy/home,"Oct 30, 2024",1760935247000,other,False,,False,,True,self-declaration,False,True,,,en
Virtual Girlfriend Simulator,android,android,com.virtualgirlfiend.virtual_girlfriend,https://play.google.com/store/apps/details?id=com.virtualgirlfiend.virtual_girlfriend&hl=en&gl=us,Entertainment,Teen,,True,0.0,True,$0.99 - $44.99 per item,100+,OceanPath Tech,https://www.oceanpathtech.com,https://www.oceanpathtech.com/legal/v2/privacy-policy,"Jan 28, 2026",1774940158000,companion,True,https://www.oceanpathtech.com,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
Spark Chat-AI Roleplay Freely,android,android,com.caigirl.chatnow,https://play.google.com/store/apps/details?id=com.caigirl.chatnow&hl=en&gl=us,Entertainment,Mature 17+,4.46,True,0.0,True,$3.49 - $59.99 per item,"10,000+",Abhi Savadiya,https://www.caigirl.top/,https://caigirl.top/privacy-policy.html,"Sep 3, 2025",1766660349000,companion,False,,True,"email/password, Google, Apple",True,self-declaration,True,False,"unlimited messaging, voice calls, premium characters",$9.99/month,en
